字段1,字段2,字段3,字段4,文本,文本1
"
							:上港集团(600018)股东大会结束快2月了，上次说股东大会结束2月内分红，现还分红吗？
						","
							尊敬的投资者，您好。公司于2020年7月23日披露了2019年年度权益分派实施公告，现金红利发放日为2020年7月31日，详见公司发布的相关公告。感谢您对公司的关注。
						",2020年07月21日 17:11,2020年07月23日 08:59,上港集团,(600018)
"
							:上港集团(600018)如果未来两三年，来上海洋山港的大型国际货轮不断增加，集装箱量比现在增加百分之三十或五十，贵公司有何办法解决目前洋山港装卸能力超负荷的问题，以及东海大桥拥堵导致货运不出去的问题？满负荷的运转是支持不了长久的，除了靠开发小洋山北侧以及前段时间的新增陆上无水港堆场以外，还有哪些潜在的举措？烦请董秘告知
						","
							尊敬的投资者，您好。“上海临港场站集并试点项目”于2020年7月1日正式启动，通过引导集卡将部分航线出口集装箱先集并芦潮港中心站堆场，再由上海港集中预约二次送港方式，安排合理时间送港，以此提升洋山港区整体运作效率及集卡周转效率，并削峰填谷，均衡东海大桥通过能力。同时，持续提升水水中转比例将进一步缓解大桥通过压力。另外，自动化码头装卸能力的持续释放，小洋山北侧集装箱码头的建设，也将为洋山港区未来集装箱吞吐量进一步提升打开空间。感谢您对公司的关注。
						",2020年07月17日 16:38,2020年07月17日 17:54,上港集团,(600018)
"
							:上港集团(600018)请问董秘，上港中免公司是不是上港集团和中国中免的合资公司？上港集团的进口超市目前开业的有几家？目前上港集团是否在申请免税牌照？
						","
							尊敬的投资者，您好。上海港中免免税品有限公司股东方为中免集团（海南）运营总部有限公司和上港集团下属子公司上海港国际客运中心开发有限公司，该公司拥有免税品经营资质，目前尚未申请免税牌照。国客中心下属有上港全超。感谢您对公司的关注。
						",2020年07月06日 09:50,2020年07月17日 17:54,上港集团,(600018)
"
							:上港集团(600018)上港集团到底有没有免税店业务？？？跟中免到底成立合资公司了吗？
						","
							尊敬的投资者，您好。上海港中免免税品有限公司成立于2012年，该公司股东方为中免集团（海南）运营总部有限公司和上港集团下属子公司上海港国际客运中心开发有限公司。感谢您对公司的关注。
						",2020年07月16日 15:48,2020年07月16日 15:58,上港集团,(600018)
"
							:上港集团(600018)董秘你好！上港集团跟中国中免是不是成立了合资公司？
						","
							尊敬的投资者，您好。上海港中免免税品有限公司成立于2012年，该公司股东方为中免集团（海南）运营总部有限公司和上港集团下属子公司上海港国际客运中心开发有限公司。感谢您对公司的关注。
						",2020年07月14日 14:04,2020年07月16日 15:57,上港集团,(600018)
"
							:上港集团(600018)您好，网传上港集团下属公司与中国中免合作成立了免税店，请这是近期的事吗？有什么新进展吗？
						","
							尊敬的投资者，您好。上海港中免免税品有限公司成立于2012年，该公司股东方为中免集团（海南）运营总部有限公司和上港集团下属子公司上海港国际客运中心开发有限公司。感谢您对公司的关注。
						",2020年07月14日 14:27,2020年07月16日 15:56,上港集团,(600018)
"
							:上港集团(600018)您好，经查询 公司2019年年报，公司的联营公司 上海港中免免税品有限公司，主营为免税店业务。请介绍一下，公司在免税店业务的布局、经营情况和未来的规划。谢谢！
						","
							尊敬的投资者，您好。上海港中免免税品有限公司成立于2012年，该公司股东方为中免集团（海南）运营总部有限公司和上港集团下属子公司上海港国际客运中心开发有限公司。该公司下辖上海港国际客运中心免税店、上海吴淞口国际邮轮港免税店等，向出境人员销售免税品。自设立起，该公司紧紧抓住邮轮产业快速发展机遇，不断优化商品结构、加大营销力度，使企业得到了长足的发展。未来，其将继续依托邮轮发展机遇，持续优化免税店各项经营。感谢您对公司的关注。
						",2020年07月13日 13:21,2020年07月16日 15:56,上港集团,(600018)
"
							:上港集团(600018)上港集团600018旗下的上海港国际客运中心开发有限公司投资设立了上海港中免免税品有限公司，请问属实吗？
						","
							尊敬的投资者，您好。上海港中免免税品有限公司成立于2012年，该公司股东方为中免集团（海南）运营总部有限公司和上海港国际客运中心开发有限公司。感谢您对公司的关注。
						",2020年07月13日 13:16,2020年07月16日 15:55,上港集团,(600018)
"
							:上港集团(600018)尊敬的董秘，您好！请问公司发行高额美元债券以融资，得到的资金是用来干什么的，谢谢！
						","
							尊敬的投资者，您好。公司分别于2020年7月8日、14日发布了《上港集团关于全资子公司发行境外美元债券完成定价并签署认购协议的公告》、《上港集团关于全资子公司发行境外美元债券完成的公告》，根据公告内容，本次境外发债将全部用于现有债务再融资和企业一般用途。感谢您对公司的关注。
						",2020年07月09日 08:45,2020年07月14日 09:23,上港集团,(600018)
"
							:上港集团(600018)请问二季度港口贸易、吞吐货量较去年同比几何？公司对未来发展是否有信心？未来业绩增长点在哪里？
						","
							尊敬的投资者，您好。公司将于2020年8月28日披露半年度报告，具体情况将在公司半年度报告中进行披露，请您持续关注公司公告。感谢您对公司的关注。
						",2020年07月07日 16:15,2020年07月14日 09:18,上港集团,(600018)
"
							:上港集团(600018)尊敬的董秘，您好！贵公司2014年度的员工持股计划不久前已经终止。请问公司是否会继续大力推进混合所有制改革，推出新一轮的员工持股计划？谢谢！
						","
							尊敬的投资者，您好。公司按照中国证监会《关于上市公司实施员工持股计划试点的指导意见》等有关法律法规精神，实施了2014年度员工持股计划，积极推进并深化混合所有制发展。2020年5月30日，公司发布了《关于2014年度员工持股计划股票出售完毕暨终止的公告》。目前公司没有推出新一轮员工持股计划，请您持续关注公司公告。感谢您对公司的关注。
						",2020年06月23日 15:25,2020年07月14日 09:13,上港集团,(600018)
"
							:上港集团(600018)请问贵公司小洋山港被定位为自由贸易港，与海南自贸区的政策相比有无差异，能否给一个简单的对比分析？谢谢
						","
							尊敬的投资者，您好。十九大报告提出，推动形成全面开放新格局。赋予自由贸易试验区更大改革自主权，探索建设自由贸易港。2017年3月国务院印发的《全面深化中国(上海)自由贸易试验区改革开放方案》提出，在上海的洋山保税港区和上海浦东机场综合保税区等海关特殊监管区域内，设立自由贸易港区。对标国际最高水平，实施更高标准的“一线放开”、“二线安全高效管住”贸易监管制度。感谢您对公司的关注。
						",2020年06月22日 11:23,2020年07月14日 09:01,上港集团,(600018)
"
							:上港集团(600018)中共中央 国务院印发的《长江三角洲区域一体化发展规划纲要》提出要提升上海航运高端服务功能，请问公司在这方面做了哪些工作。
						","
							尊敬的投资者，您好。随着国家长三角区域一体化发展战略的大力实施，经济腹地的优势产业将持续稳定发展，对于公司港口主业及物流等相关业务的发展将形成巨大推动作用，为公司加快推进“三大战略”、拓展发展空间、谋划长远发展进一步提供了良好的发展环境。感谢您对公司的关注。
						",2020年06月18日 13:38,2020年07月14日 08:57,上港集团,(600018)
"
							:上港集团(600018)你好董秘，请问现在股价这么低，有没有好的布局拉升下
						","
							尊敬的投资者，您好。公司股价的波动受很多因素的影响，公司的基本面是一个重要的因素，但宏观经济状况和二级市场上的供求关系对股价的影响也不能忽视。对于公司来讲，我们关心公司的股价，我们所做的工作最重要的是提升效益的增长，保持公司利润的可持续增长，这是支撑股价的最重要的保障。感谢您对公司的关注。
						",2020年06月12日 08:45,2020年07月14日 08:51,上港集团,(600018)
"
							:上港集团(600018)请问今年的分红什么时候分。
						","
							尊敬的投资者，您好。公司于6月5日召开股东大会审议通过了2019年度利润分配方案，根据《公司章程》规定，股东大会对利润分配方案作出决议后，将在股东大会召开后2个月内完成股利派发事项，公司将按照《公司章程》规定完成分红事项，后续请您关注公司相关公告。感谢您对公司的关注。
						",2020年07月09日 14:32,2020年07月14日 08:51,上港集团,(600018)
"
							:上港集团(600018)贵公司地处上海这个改革开放前沿阵地，自由贸易港在国内不具有排他性吧？意味着小洋山港仍有可能被定位为自由贸易港，可以这么理解吗？
						","
							您好。十九大报告提出，推动形成全面开放新格局。赋予自由贸易试验区更大改革自主权，探索建设自由贸易港。2017年3月国务院印发的《全面深化中国(上海)自由贸易试验区改革开放方案》提出，在上海的洋山保税港区和上海浦东机场综合保税区等海关特殊监管区域内，设立自由贸易港区。对标国际最高水平，实施更高标准的“一线放开”、“二线安全高效管住”贸易监管制度。感谢您对公司的关注。
						",2020年06月19日 13:07,2020年06月22日 10:23,上港集团,(600018)
"
							:上港集团(600018)海南领导接触盐田港控股股东，意在深化合作，请问贵公司是否有计划参与海南自由贸易港？包括但不限于股权投资，合作
						","
							您好！海南自由贸易港是按照中央部署，在海南全岛建设自由贸易试验区和中国特色自由贸易港，2020年6月，中共中央、国务院印发了《海南自由贸易港建设总体方案》。目前公司尚未在海南有业务开展。公司是上海港公共码头的运营商，主要从事港口相关业务，未来公司将始终坚持主业发展，关注主业相关项目的投资机会。感谢您对公司的关注。
						",2020年06月19日 13:03,2020年06月22日 10:14,上港集团,(600018)
"
							:上港集团(600018)请问贵公司在西部大开发中有什么中电项目吗？
						","
							您好。公司是上海港公共码头的运营商，主要从事港口相关业务，未来公司将始终坚持主业发展。感谢您对公司的关注。
						",2020年05月19日 12:24,2020年06月22日 10:11,上港集团,(600018)
"
							:上港集团(600018)请问董秘，上海港现在是自由贸易港吗？目前推进上港成为自由贸易港有具体的政策文件吗？
						","
							您好。十九大报告提出，推动形成全面开放新格局。赋予自由贸易试验区更大改革自主权，探索建设自由贸易港。2017年3月国务院印发的《全面深化中国(上海)自由贸易试验区改革开放方案》提出，在上海的洋山保税港区和上海浦东机场综合保税区等海关特殊监管区域内，设立自由贸易港区。对标国际最高水平，实施更高标准的“一线放开”、“二线安全高效管住”贸易监管制度。感谢您对公司的关注。
						",2020年05月27日 11:30,2020年06月22日 10:11,上港集团,(600018)
"
							:上港集团(600018)近期海南自贸区建设，上港集团有考虑参与海南自贸区建设吗？
						","
							您好！海南自由贸易港是按照中央部署，在海南全岛建设自由贸易试验区和中国特色自由贸易港，2020年6月，中共中央、国务院印发了《海南自由贸易港建设总体方案》。目前公司尚未在海南有业务开展。公司是上海港公共码头的运营商，主要从事港口相关业务，未来公司将始终坚持主业发展，关注主业相关项目的投资机会。感谢您对公司的关注。
						",2020年06月11日 09:21,2020年06月22日 09:58,上港集团,(600018)
"
							:上港集团(600018)请问今年还有分红吗？往年都公布预案了 今年没有消息
						","
							尊敬的投资者，您好。根据《公司章程》相关规定，股东大会对利润分配方案作出决议后，将在股东大会召开后2个月内完成股利派发事项。公司拟于6月5日召开股东大会审议2019年度利润分配方案，公司将按照《公司章程》规定完成分红事项。后续请您关注公司相关公告。感谢您对公司的关注。
						",2020年05月20日 11:14,2020年06月02日 16:18,上港集团,(600018)
"
							:上港集团(600018)董秘您好，请问贵公司是否签约洋山特殊综合保税区，对公司未来的发展和推动有多大的影响呢？
						","
							尊敬的投资者，您好。5月12日，洋山特殊综合保税区（一期）通过联合验收组验收，通过验收的洋山特殊综合保税区（一期）包括原洋山保税港区陆域和洋山深水港区1-4期码头，面积14.27平方公里。5月16日，洋山特殊综合保税区正式揭牌。后续，随着洋山特殊综合保税区各项制度创新政策的实施落地，将加速港航物流要素集聚，不断增强上海国际航运中心的竞争力和影响力，有利于进一步提升国际贸易便利化和自由化水平，有利于巩固提升洋山国际枢纽港功能，更好的服务国家战略。感谢您对公司的关注。
						",2020年05月19日 08:52,2020年06月02日 16:02,上港集团,(600018)
"
							:上港集团(600018)什么时候进行股权分红登记？
						","
							尊敬的投资者，您好。根据《公司章程》相关规定，股东大会对利润分配方案作出决议后，将在股东大会召开后2个月内完成股利派发事项。公司拟于6月5日召开股东大会审议2019年度利润分配方案，公司将按照《公司章程》规定完成分红事项。后续请您关注公司相关公告。感谢您对公司的关注。
						",2020年05月11日 10:45,2020年05月18日 13:24,上港集团,(600018)
"
							:上港集团(600018)董秘您好！我看新闻里有说小洋山北侧港区即将开建的消息，请问项目是否通过审批，何时开工，何时能投入运营，预计是否将会对上海港和贵公司的发展产生积极影响，谢谢！
						","
							尊敬的投资者，您好。目前公司正在进行规划方案的报审工作，后续将按规定的建设程序有序推进项目核准、工程设计等前期工作，完成前期工作后具备开工条件。公司持续推进小洋山区域综合开发将进一步推动上海国际航运中心建设，更好地服务国家战略，并将对公司未来可持续发展产生积极的影响。感谢您对公司的关注。
						",2020年05月06日 08:49,2020年05月18日 13:23,上港集团,(600018)
"
							:上港集团(600018)董秘您好，我想问一下有关贵公司长江战略的布局情况。
						","
							尊敬的投资者，您好。公司持续深化长江战略，不断优化长江公司运作机制，加强与长江沿线港口的资本合作，在宜宾、重庆、宜昌、岳阳、武汉、九江、芜湖、南京、扬州、江阴、张家港、太仓等港口都有投资，公司将利用长江经济带航运联盟机制深入推动船舶标准化、业务平台化、监管透明化等，使长江战略焕发出新的生机和活力。感谢您对公司的关注。
						",2020年04月30日 08:48,2020年05月18日 13:16,上港集团,(600018)
"
							:上港集团(600018)董秘你好公司的港口物流板块的毛利率为何如此低，不高于8%，是怎么运营的？
						","
							尊敬的投资者，您好。公司2019年度港口物流板块毛利率为7.91%，较上年度毛利率7.27%增加0.64个百分点，公司下属物流板块企业保持了较为稳健的运行态势。感谢您对公司的关注。
						",2020年05月13日 13:31,2020年05月18日 13:13,上港集团,(600018)
"
							:上港集团(600018)董秘您好，我希望能够了解贵公司的土地储备情况。
						","
							尊敬的投资者，您好。公司土地主要为港口及相关业务工业用地。感谢您对公司的关注。
						",2020年05月06日 15:46,2020年05月18日 13:09,上港集团,(600018)
"
							:上港集团(600018)2019年的分红预计什么时候
						","
							尊敬的投资者，您好。根据《公司章程》相关规定，股东大会对利润分配方案作出决议后，将在股东大会召开后2个月内完成股利派发事项。公司拟于6月5日召开股东大会审议2019年度利润分配方案。公司将按照《公司章程》规定完成分红事项。后续请您关注公司相关公告。感谢您对公司的关注。
						",2020年04月30日 18:15,2020年05月18日 13:08,上港集团,(600018)
"
							:上港集团(600018)尊敬的董秘，您好！我看到公司发布的公告称与宁波舟山港达成了战略合作协议，并有利于公司的长远发展，在此表示祝贺。那么请问在长三角一体化的大趋势下，作为长三角腹地的上海港，除了与宁波舟山港进行合作之外，是否已经或将要与江浙皖地区其它国际或内运港口进行合作或联运的安排，以此来优化资源的配置，比如南京港、连云港、镇江港、杭州港这些港口，能否具体介绍是如何通过港口的联动来推动长三角一体化的，谢谢！
						","
							尊敬的投资者，您好。长三角区域是上海港的重要腹地，上海港与长三角区域的港口，尤其是长三角区域长江沿线的港口有比较好的合作。随着长三角一体化发展规划方案的出台，将有助于上海港贯彻长三角一体化高质量发展的国家战略，公司也会更好地借此发展机遇进一步强化与相关港口的密切合作。感谢您对公司的关注。
						",2020年03月27日 17:00,2020年05月18日 13:06,上港集团,(600018)
"
							:上港集团(600018)您好！请问公司业务结构中有没有原油仓储服务？仓储总容量是多少？目前使用率如何？谢谢！
						","
							尊敬的投资者，您好。公司下属企业有开展原油仓储服务业务，仓储容量目前使用率约95%。感谢您对公司的关注。
						",2020年04月22日 08:42,2020年05月18日 13:03,上港集团,(600018)
"
							:上港集团(600018)贵公司公布了2019年年报，前三季度扣非净利润，每个季度都是同比增长的，唯独第四季度同比下滑，一正一反，相当于第四季度一下子减少了很多扣非净利润，按道理说，第四季度贸易战已经缓和了，主营业务收入却大幅滑坡，让人百思不得其解，麻烦董秘详细介绍一下原因，好好的业绩逐季增长的趋势咋就突然大幅扭头了？
						","
							尊敬的投资者，您好。营业收入同比有所减少，主要是公司下属子公司开发建设的“上海长滩”项目三期在2019年开盘时间较晚，房产销售收入四季度同比有所减少。感谢您对公司的关注。
						",2020年04月10日 17:12,2020年05月18日 13:03,上港集团,(600018)
"
							:上港集团(600018)董秘您好，一季度财报中资产负债表的存货这一栏都是什么呢，谢谢
						","
							尊敬的投资者，您好。资产负债表中的存货主要是尚在建设过程中的房地产开发成本和房地产开发产品。感谢您对公司的关注。
						",2020年05月05日 19:48,2020年05月18日 13:01,上港集团,(600018)
"
							:上港集团(600018)你好 贵公司的股价跌成这样，给我们造成了严重的损失。你们对股价的持续阴跌没有任何的措施吗？？？？？？
						","
							投资者，您好。股价的波动受很多因素的影响，公司的基本面是一个重要因素，宏观经济状况和二级市场上的供求关系对股价的影响也不能忽视，敬请投资者注意投资风险。同时，我们持续关注公司股价，不断提升公司效益，保持公司可持续发展。感谢您对公司的关注。
						",2020年04月20日 17:02,2020年04月23日 11:02,上港集团,(600018)
"
							:上港集团(600018)请问董秘，上港球队是否和母集団并表管理。球队能够盈利是不是存在内部利益输送的情况？上港球队的相关报表数据在哪里能够看到。
						","
							投资者，您好。上海上港集团足球俱乐部有限公司为公司下属全资子公司。公司全面负责俱乐部管理运营，着眼于长远的发展，目标是将公司的管理经验移植到俱乐部，并经过几年的稳步发展，探索俱乐部盈利模式，将俱乐部打造成运动成绩一流、形象积极向上的足球俱乐部。具体财务数据可参见公司发布的2019年年度报告内容。感谢您对公司的关注。
						",2020年04月21日 14:06,2020年04月23日 10:36,上港集团,(600018)
"
							:上港集团(600018)柬埔寨港口99年使用权是贵司租的嘛？
						","
							投资者，您好。公司目前没有该项目。感谢您对公司的关注。
						",2020年03月02日 09:18,2020年04月23日 10:19,上港集团,(600018)
"
							:上港集团(600018)021-55333388,这是你们年报上留的电话，打了要不就是没人接，让拨分机号你们又不公布，说转证券部或者找丁向明，你们那边接电话都说查不到。请正面回答：分机号是多少？
						","
							投资者，您好。公司对外投资者热线和传真为021-35308688。感谢您对公司的关注。
						",2020年03月16日 17:02,2020年04月23日 10:17,上港集团,(600018)
"
							:上港集团(600018)董秘您好，请问上海长滩是公司的房地产业务吗，收入是否计入公司利润？麻烦介绍一下公司房地产业务的情况！谢谢！
						","
							投资者，您好。公司目前房地产业务项目包括上海长滩项目和军工路项目。上海长滩项目是由公司全资子公司上港集团瑞泰发展有限责任公司进行开发建的，其收益计入公司利润。军工路项目正在建设之中，2019年度未产生收益。具体情况可参见公司发布的2019年年度报告。感谢您对公司的关注。
						",2020年03月28日 13:02,2020年04月23日 10:16,上港集团,(600018)
"
							:上港集团(600018)请问这次新冠肺炎疫情对集团影响有多严重，集团有何应对措施？
						","
							投资者，您好。在防控态势向稳向好之时，公司切实按抓紧抓实抓细的要求，坚持“全港一盘棋”，发挥整体优势，全力以赴做好疫情防控工作，咬定目标推进复工复产，公司干部职工坚守岗位、坚守一线，以实际行动保障港口运输通道的畅通和高效，尽最大努力把疫情对港口生产的影响降到最低，打赢疫情防控阻击战。感谢您对公司的关注。
						",2020年03月13日 16:54,2020年03月19日 16:23,上港集团,(600018)
"
							:上港集团(600018)请问海外疫情是否会严重影响公司的港口业务？目前采取了哪些措施来应对？
						","
							投资者，您好。公司将全力以赴做好疫情防控工作，按照抓紧抓实抓细的要求，推进复工复产，以实际行动保障港口运输通道的畅通和高效，尽最大努力把疫情对港口生产的影响降到最低，打赢疫情防控阻击战。感谢您对公司的关注。
						",2020年03月13日 17:02,2020年03月19日 16:23,上港集团,(600018)
"
							:上港集团(600018)请问公司对于上海银行和邮储银行的投资收益是如何测算的？按照二级市场股价的变动计算收益嘛？
						","
							投资者，您好。关于公司对两家银行投资收益的测算情况请查阅公司发布定期报告中的相关内容。感谢您对公司的关注。
						",2020年03月13日 16:49,2020年03月13日 17:08,上港集团,(600018)
"
							:上港集团(600018)请问证券部电话多少？怎么联系到你们，要求有分机号
						","
							投资者，您好。公司在历年年度报告中均披露了公司的联系方式，包括联系人、电话、地址、邮箱、传真等，投资者可通过电话、邮件等方式与公司进行联系。感谢您对公司的关注。
						",2020年03月13日 16:49,2020年03月13日 17:02,上港集团,(600018)
"
							:上港集团(600018)请问4月解禁的定增成本是多少？
						","
							投资者，你好。公司在2018年年度报告中披露了限售股份变动相关情况，敬请查阅。感谢您的关注。
						",2020年02月04日 11:30,2020年03月09日 08:29,上港集团,(600018)
"
							:上港集团(600018)请问，上港集团和洋山港什么关系呀？
						","
							投资者，您好。洋山一期至三期码头由公司下属子公司经营和管理，同时，公司目前受托经营管理洋山港四期码头。感谢您的关注。
						",2018年02月05日 13:54,2020年03月09日 08:29,上港集团,(600018)
"
							:上港集团(600018)请问前三季度利润同比增加，而年报负却增长？是什么原因导致第四季度盈利的降低？？？
						","
							投资者，您好。公司年度业绩情况和原因分析请具体查阅公司后续发布的年度报告内容。感谢您对公司的关注。
						",2020年01月09日 16:21,2020年03月09日 08:29,上港集团,(600018)
"
							:上港集团(600018)请问投资足球队出于什么目的？盈利吗？
						","
							上港集团全面负责俱乐部管理运营，将着眼于长远的发展，目标是将上港集团的管理经验移植到俱乐部，并经过几年的稳步发展，探索俱乐部盈利模式，将俱乐部打造成运动成绩一流、形象积极向上的足球俱乐部。
						",2019年10月14日 10:41,2020年01月08日 17:57,上港集团,(600018)
"
							:上港集团(600018)你好，什么时候分红？
						","
							尊敬的投资者，您好。根据2019年5月31日召开的公司2018年年度股东大会决议，2018年度利润分配方案为：以公司总股本23,173,674,650股为基数，向公司在派息公告中确认的股权登记日在册的全体股东每10股派发现金红利1.54元（含税）。公司董事会于2019年6月20日在《上海证券报》、《中国证券报》、《证券时报》和上交所网站上刊登了2018年度利润分配实施公告，确定派息股权登记日为2019年6月27日，除息日为2019年6月28日，现金红利发放日为2019年6月28日，派息对象为2019年6月27日上海证券交易所收市后，在中登公司上海分公司登记在册的全体股东。2018年度现金分红方案已于2019年6月28日实施完毕。2019年半年度公司利润分配方案为不分配不转增。感谢您对上港集团的关注。
						",2019年08月12日 10:44,2019年09月19日 10:09,上港集团,(600018)
"
							:上港集团(600018)请问贵公司半年报什么时候出，预报什么时候出。
						","
							尊敬的投资者，您好。根据公司在上海证券交易所预约的披露时间，公司计划于2019年8月1日披露半年度报告。感谢您对上港集团的关注。
						",2019年07月09日 10:47,2019年07月16日 16:41,上港集团,(600018)
"
							:上港集团(600018)请问18年度股份分红了吗？
						","
							尊敬的投资者，您好。根据2019年5月31日召开的公司2018年年度股东大会决议，2018年度利润分配方案为：以公司总股本23,173,674,650股为基数，向公司在派息公告中确认的股权登记日在册的全体股东每10股派发现金红利1.54元（含税）。公司董事会于2019年6月20日在《上海证券报》、《中国证券报》、《证券时报》和上交所网站上刊登了2018年度利润分配实施公告，确定派息股权登记日为2019年6月27日，除息日为2019年6月28日，现金红利发放日为2019年6月28日，派息对象为2019年6月27日上海证券交易所收市后，在中登公司上海分公司登记在册的全体股东。2018年度现金分红方案已于2019年6月28日实施完毕。
						",2019年06月19日 08:26,2019年07月16日 16:34,上港集团,(600018)
"
							:上港集团(600018)能不能保证公司稳定营收？
						","
							根据公司已披露的2019年财务预算目标，2019年公司营业收入预算目标为419.0亿元，同比上升10.1%。公司将锐意进取，求真务实，努力实现经营业绩的稳步提升。感谢您对于公司的关注！
						",2019年06月03日 08:33,2019年06月06日 15:52,上港集团,(600018)
"
							:上港集团(600018)董秘你好，请问“上海科创中心一期股权投资基金”主要投哪些行业？有什么已投的主要项目？
						","
							您好。科创母基金一期基金聚焦战略新兴产业，围绕国家和上海市科技创新产业规划布局，重点对接“中国制造2025”，关注信息技术、生物医药、先进制造、环保新能源等行业。科创母基金一期基金的重点投资区域是上海地区高新科创园区（张江一区22园及紫竹园、杨浦、漕河泾、嘉定、临港等）及上海股交中心“科技创新板”，并向周边区域辐射。感谢您对于上港集团的关注。
						",2019年05月29日 15:49,2019年06月03日 14:11,上港集团,(600018)
"
							:上港集团(600018)董秘您好，请问您估计“上海科创中心一期股权投资基金”的第三批出资4亿元，预计贵司什么时候认缴？谢谢
						","
							您好。2017年，公司与上海国际集团有限公司等六家合伙人共同投资设立上海科创中心一期股权投资基金合伙企业（有限合伙），该一期基金募集资金规模为人民币65.2亿元，公司认缴人民币10亿元，其中2017年出资到位人民币3亿元，2018年出资到位人民币3亿元。公司剩余认缴部分预计将于2019年内出资到位。感谢您对于上港集团的关注。
						",2019年04月23日 08:44,2019年05月27日 10:56,上港集团,(600018)
"
							:上港集团(600018)董秘您好，请教您，贵司是否投资了 股权投资基金或股权投资合伙企业？如有，具体是哪个基金，金额多少亿？谢谢。
						","
							您好。2017年，公司与上海国际集团有限公司等六家合伙人共同投资设立上海科创中心一期股权投资基金合伙企业（有限合伙），该一期基金募集资金规模为人民币65.2亿元，公司认缴人民币10亿元，其中2017年出资到位人民币3亿元，2018年出资到位人民币3亿元。截至2018年末，公司认缴部分已合计出资到位人民币6亿元。感谢您对于上港集团的关注。
						",2019年04月02日 08:31,2019年04月22日 16:34,上港集团,(600018)
"
							:上港集团(600018)董秘您好，上港集团的有息债务从2014年的232亿增加到2018年517亿，请披露有息债务的使用情况。谢谢！
						","
							您好，感谢您对于上港集团的关注！为了保证信息披露的公平性，有息债务情况敬请关注公司将于2019年3月披露的2018年年度报告。谢谢。
						",2019年02月15日 14:06,2019年02月20日 13:16,上港集团,(600018)
"
							:上港集团(600018)董秘您好，请问：1、中美贸易战对公司去往美国的业务有多大负面影响，比例是多少？2、三季度和四季度相对于二季度来说，是旺季还是淡季？如果是旺季，一般会高多少？3、公司手上现金充足，近期有没有股票回购计划？4、11月份的中国进口博览会对公司能否形成正面影响？谢谢！
						","
							您好。根据过往数据，公司季节性基本呈现春节假期所在的一季度为全年低点，其余季度相对较高、以及下半年相对上半年较高的分布特征。具体月度吞吐量数据可查询公司网站。公司目前暂无回购计划。2018年11月，首届中国国际进口博览会将在国家会展中心（上海）盛大举办。举办中国国际进口博览会既是中国自身发展的需要，也为全球贸易发展搭建了公共平台，为发展开放型经济、构建人类命运共同体提供了一个国际公共产品。中国国际进口博览会将有助于促进上海港承接更多的全球贸易需求。公司将紧紧抓住中国国际进口博览会带来的机遇和挑战，根据市场需求不断发挥自身技术、市场、管理和品牌等方面的优势，持续保持公司稳健发展。
						",2018年09月25日 14:01,2018年10月17日 11:14,上港集团,(600018)
"
							:上港集团(600018)请问，新建的洋山港和600018是什么关系？
						","
							您好。2005年6月，本公司子公司上海盛东国际集装箱码头有限公司收购了洋山深水港区一期工程。2011年4月，公司通过非公开发行A股完成了对洋山二期、三期码头资产的收购。2017年12月，本公司与上海同盛投资（集团）有限公司签署协议，受托经营管理洋山深水港区四期码头，明确在受托运营期间的管理责任与义务。
						",2018年05月21日 09:00,2018年07月02日 15:20,上港集团,(600018)
"
							:上港集团(600018)您好，贵公司和宁波舟山港存在严重的腹地交叉，而且集装箱都是两公司的重要利润来源，贵公司是如何处理与宁波舟山港的竞争和合作的呢？浙江港口整合会不会对贵公司经营产生压力呢？
						","
							您好。长三角地区港口众多，主要港口包括上海港、宁波舟山港、南京港、镇江港、南通港、苏州港等。近年来，长三角港口积极扩建产能，供给持续增长，主要港口加大投资内陆沿江港口和“无水港”，港口的直接腹地将不断延伸至内陆地区。上海港兼具内河港口、沿海港口的双重优势，在竞争中处于有利地位。长江腹地货物的国际贸易业务或沿海贸易业务大部分须通过沿海港口中转，上海港作为长三角的核心枢纽港，是长三角地区乃至整个长江流域货物中转运输的中心。
						",2018年06月07日 14:57,2018年07月02日 15:01,上港集团,(600018)
"
							:上港集团(600018)您好，贵司属于独角兽吗
						","
							您好。独角兽公司一般指投资界对于10亿美元以上估值，并且创办时间相对较短的公司的称谓。公司不属于独角兽公司。感谢您对公司的关注。
						",2018年04月03日 17:17,2018年05月10日 09:23,上港集团,(600018)
"
							:上港集团(600018)您好，贵司是属于独角兽吗
						","
							您好。独角兽公司一般指投资界对于10亿美元以上估值，并且创办时间相对较短的公司的称谓。公司不属于独角兽公司。感谢您对公司的关注。
						",2018年04月18日 17:37,2018年05月10日 09:23,上港集团,(600018)
"
							:上港集团(600018)您好，贵司跟海南自贸区或者海南港口合作业务吗
						","
							您好。目前公司尚未有相关业务。感谢您对公司的关注。
						",2018年04月18日 16:57,2018年05月10日 09:13,上港集团,(600018)
