字段1,字段2,字段3,字段4,文本,文本1
仅仅七月份，移动平台活跃人数环比降幅就远远大于同花顺和大智慧！更不要说上半年数据了！你们这样会玩火自焚的,尊敬的投资者：您好，非常感谢您的反馈。,2016-9-1,2016-9-1,东方财富,[300059]
我不知道你们每次app的升级都有什么实质性的内容，升级频率慢，用户体验到现在依然很差，用户反馈的意见根本得不到落实或者落实效果极差！我关注你们的各大平台一年多，每次你们的升级就是为了升级应付而为，成品质量也不好！实在不明白作为一家互联网企业，把app糟蹋成这样是怎么做到的！就不能找些专业人才放开手去负责吗？从你们各个平台的建设来看，明显没有统一规划，想到一出是一出，根本没有专业团队在打理！,尊敬的投资者：您好，非常感谢您对公司的关注和反馈，公司高度重视投资者提出的宝贵建议和意见，我们会以用户需求为中心，努力加强产品研发与服务创新，不断完善服务质量和水平，更好地服务广大投资者。,2016-9-1,2016-9-1,东方财富,[300059]
贵公司有没有考虑收购500彩票网？,尊敬的投资者：您好，非常感谢您对公司的关注。截至目前，公司没有此计划。,2016-8-22,2016-8-22,东方财富,[300059]
上海买楼的事都顺利吗？当地房价可有上升？,尊敬的投资者：您好，非常感谢您对公司的关注。公司正在积极推进购买办公楼后续相关工作，如果有需要披露的信息，我们会及时进行披露。,2016-8-22,2016-8-22,东方财富,[300059]
不知道你们有没有关注同花顺交易系统的资产分析功能，对于个人账户的资产分析有多强大你们应该能够了解，为什么你们到现在都没开发？同花顺平台的东方财富证券都有这个功能，你们自己的软件里居然没有，这个好像说不过去吧？同花顺的软件有多强大你们为什么不多借鉴一下呢？只留下我们干着急,尊敬的投资者：您好，非常感谢您对公司的反馈。目前，公司正在优化完善产品，条件成熟时会推出来，为广大用户提供更优质服务。,2016-8-22,2016-8-22,东方财富,[300059]
"老总好！
  一直在用贵公司手机版看盘软件，最近才发现，最后一页有福利彩票一项，但是，为什么只能看开奖记录，却不能购买呢？为什么不把此项放到首页？试问，把此项放到最后面能有几个人能看见？",尊敬的投资者：您好，非常感谢您对公司的关注和反馈。,2016-8-22,2016-8-22,东方财富,[300059]
为什么你们手机app上对于新三板还没有进行分层显示？新老三板都混在一起，多次反应都没有任何下文，请问你们的效率在哪里？其他几乎所有手机股票软件都已经实现分层显示，而你们居然仅仅还停留在股转系统这一最大的分类上，实在太落后了,尊敬的投资者：您好，非常感谢您对公司的反馈。目前，公司正在优化完善产品，条件成熟时会推出来，为广大用户提供更优质服务。,2016-8-22,2016-8-22,东方财富,[300059]
东方财富网电脑版加上了“问董秘”一项功能，给个赞，希望手机客户端也加上，这样会让移动端客户体验会更好，竞争对手“同花顺“”已经在手机客户端加了，希望公司尽快加上，把产品做得更好更全面！,尊敬的投资者：您好，非常感谢您对公司的关注和宝贵建议。公司会以用户需求为中心，不断加强研发创新投入，为广大投资者提供更优质服务。,2016-8-22,2016-8-22,东方财富,[300059]
请问如何开通网下申购新股业务？我已经符合要求。谢谢,尊敬的投资者：您好，非常感谢您对公司的关注。如果方便，请您通过证券客服电话4009112233或者投资者热线021-64382978，留下您的联系方式，我们尽快安排相关人员与您尽快取得联系，为您提供服务。,2016-8-22,2016-8-22,东方财富,[300059]
证监会网站公布的基金公司设立等审批进度中，截止到今年6月的所有24家申请机构中，只有天天基金管理公司没有受理决定或不予受理决定日期，而天天基金是去年11月份提交的申请，请问迟迟得不到证监会受理决定的原因是什么？这么多机构，你们的申请日期比别的机构早六个月，却还没有被受理，请如实告知原因！谢谢,尊敬的投资者：您好，非常感谢您对公司的关注。如果有需要披露的信息，我们会及时进行披露。,2016-8-22,2016-8-22,东方财富,[300059]
直播公司可否打通研究所研报资源的直播？让分析师贴近受众，可以收费，评分系统等,尊敬的投资者：您好，非常感谢您对公司的关注和宝贵建议。目前，公司正在积极推进浪客网络科技有限公司设立等相关工作。公司会在符合相关法律法规和监管部门的规定及要求的前提下，以用户需求为中心，不断加强研发创新投入，为广大投资者提供更优质服务。,2016-8-22,2016-8-22,东方财富,[300059]
"今年以来东方财富证券已经新开了11家营业部了,目前总共有多少家营业部?未来是否也会加速营业部的开业?",尊敬的投资者：您好，非常感谢您对公司的关注。截至目前，东方财富证券在全国20个省、自治区、直辖市共设有44家营业部和5个分公司。未来会以用户需求为中心，结合业务发展需要等，不断完善证券业务，为广大投资者提供更优质服务。,2016-8-22,2016-8-22,东方财富,[300059]
建议借美股不断创新高的机会，及时推出美股开户交易服务,尊敬的投资者：您好，非常感谢您的宝贵建议。,2016-8-22,2016-8-22,东方财富,[300059]
你好 董秘  看到公司业务越做越大，真高兴。现在期货交易作为投资在中国越来越流行，公司能否像收购同信证券那样，再收购一家期货公司。全面提升公司全金融服务平台。为东方财富的粉丝们提供更丰富的投资理财途径。  请转告建议,尊敬的投资者：您好，非常感谢您对公司的关注和宝贵建议。公司已经拥有一家控股孙公司同信久恒期货有限责任公司。 ,2016-8-22,2016-8-22,东方财富,[300059]
请公司考虑收购网络保险销售的“慧择网”,尊敬的投资者：您好，非常感谢您的宝贵建议。公司已在中国证监会指定信息披露媒体发布了拟投资设立保险代理公司的公告。目前，公司正在积极推进相关工作。,2016-8-22,2016-8-22,东方财富,[300059]
我是一名购买了贵公司软件的用户，自从买了贵公司的软件后，我就不停收到“021”开头的骚扰电话，今天又接到“021-51342847”的电话，对我直呼其名，我问她如何得知我的姓名电话，她说我买过东方财富的软件，所以她就有我的信息。我知道贵公司肯定会对此矢口否认。 在此，我只就求你们以后对客户信息保密。,尊敬的投资者：您好，非常感谢您的反馈。公司高度重视用户隐私信息的保护，未泄露用户信息。如果方便，请您通过客服热线021-24099117或者投资者热线021-64382978，留下联系方式，我们尽快安排相关人员与您尽快取得联系，进一步了解、核实您反馈的问题。,2016-8-22,2016-8-22,东方财富,[300059]
请问基金公司申请是否有问题？为什么天天基金是仅有的几家没有得到证监会受理反馈的机构？排在天天基金后面的公司也已经收到受理反馈了，天天基金一直卡在第一阶段是什么原因？,尊敬的投资者：您好，非常感谢您对公司的关注。如果有需要披露的信息，我们会及时进行披露。,2016-8-22,2016-8-22,东方财富,[300059]
东方财富证券的排名每个月都上升，感谢贵公司的努力，目前使用下来感觉交易系统可以优化，譬如在买卖盘上点交易界面就自动切换到分时状态了，但我需要的是15分钟或者30分钟的界面，不需要切换成分时界面。还有能不能在查看完整买卖档时直接挂单而不是只有10档的挂单。希望贵公司早日优化，交易软件越来越好用。,尊敬的投资者：您好，非常感谢您对公司的关注和宝贵建议。公司坚持以用户需求为中心，不断加强战略投入，加强技术和产品的研发创新，持续完善公司大平台服务，努力提升服务能力、质量和水平，提升用户体验。,2016-8-10,2016-8-10,东方财富,[300059]
股吧充斥着污言秽语，系统却居然不能对一些词汇进行屏蔽发帖，任由不良言论占领平台。打了股吧投诉电话进行情况反映，工作人员态度非常恶劣。不管是平台本身，还是你们的员工言行，都在贬损东方财富网的公司形象。,尊敬的投资者：您好，非常感谢您对公司的反馈。如果方便，请您尽快通过投资者热线021-64382978、董秘邮箱dongmi@eastmoney.com留下联系方式，我们尽快安排相关人员与您尽快取得联系，进一步了解核实您反馈的问题。,2016-8-10,2016-8-10,东方财富,[300059]
关于股吧的删帖问题，投诉电话的接线人员态度非常恶劣，直言：“我这是服务热线，删不删帖与我无关。”请问公司相关负责人，在股吧中肆意谩骂，某些关键词不应该直接被屏蔽吗？还有接线人员的态度问题，希望公司尽快给出说法。,尊敬的投资者：您好，非常感谢您对公司的反馈。如果方便，请您尽快通过投资者热线021-64382978、董秘邮箱dongmi@eastmoney.com留下联系方式，我们尽快安排相关人员与您尽快取得联系，进一步了解核实您反馈的问题。,2016-8-10,2016-8-10,东方财富,[300059]
希望公司认真考虑收购500彩票网,尊敬的投资者：您好，非常感谢您对公司的关注和宝贵建议。,2016-8-10,2016-8-10,东方财富,[300059]
" ”贵公司应该属于软件企业性质，规模如此大，为什么没有申请国家规划布局内重点软件企业，享受10%的所得税税率优惠，还是按高新的15%缴纳，请财务总监解答一下”,这是我8月4号提的问题，为什么跳过我的提问不回复",尊敬的投资者：您好，非常感谢您对公司的关注。2011年3月，经国家发展和改革委员会、工业和信息化部、商务部、国家税务总局审核，公司被认定为“2010年度国家规划布局内重点软件企业”，公司2010年度享受重点软件企业10%的所得税税率优惠。公司会密切跟踪相关政策的变化，在符合税收优惠政策规定的条件下，积极申请享受相关税收优惠政策。,2016-8-10,2016-8-10,东方财富,[300059]
贵公司应该属于软件企业性质，规模如此大，为什么没有申请国家规划布局内重点软件企业，享受10%的所得税税率优惠，还是按高新的15%缴纳，请财务总监解答一下,尊敬的投资者：您好，非常感谢您对公司的关注。2011年2月，经国家发展和改革委员会、工业和信息化部、商务部、国家税务总局审核，公司被认定为“2010年度国家规划布局内重点软件企业”，公司2010年度享受重点软件企业10%的所得税税率优惠。公司会密切跟踪相关政策的变化，在符合税收优惠政策规定的条件下，积极申请享受相关税收优惠政策。,2016-8-10,2016-8-10,东方财富,[300059]
以前东财微利的时候有大量的机构成为公司的股东（特别是基金）从去年开始公司业绩大幅提升，机构股东却越来越少。这是为什么？是公司的前景不好，不值得它们投资？,尊敬的投资者：您好，非常感谢您对公司的关注。自去年六月份以来，资本市场发生了大幅波动，市场情况也发生了较大变化，但公司对多层次资本市场未来发展充满信心。,2016-8-8,2016-8-8,东方财富,[300059]
请问东财有没有在各大城市开证券部的计划？深圳现在有证券部吗？,尊敬的投资者：您好，非常感谢您对公司的关注。东财证券会根据用户需求及经营发展需要等，不断完善服务体系。深圳营业部位于广东省深圳市福田区益田中路6003号荣超商务中心A座16楼，客服电话0755-23818008。,2016-8-8,2016-8-8,东方财富,[300059]
最近确实老有来自上海区号的固定电话，询问买股票情况，并且她也知道被问人是东财客户，不知信息在哪个环节泄露了，希望公司好好查查，不要敷衍了事。还有希望贵司能在东方财富网主页加个免费邮箱的功能，那样就更方便多了。,尊敬的投资者：您好，非常感谢您对公司的关注和宝贵建议。公司高度重视用户隐私信息的保护，未泄露用户信息。如果方便，请您通过客服热线021-24099117或者投资者热线021-64382978，留下联系方式，我们尽快安排相关人员与您尽快取得联系，进一步了解、核实您反馈的问题。,2016-8-8,2016-8-8,东方财富,[300059]
同样是东方财富，现在晚上连公告都看不到了,尊敬的投资者：您好，非常感谢您对公司的关注。如果方便，请您通过投资者热线021-64382978、董秘邮箱dongmi@eastmoney.com留下联系方式，我们尽快安排相关人员与您尽快取得联系，进一步了解、核实并解决您反馈的问题。,2016-8-8,2016-8-8,东方财富,[300059]
公司有没有继续收购证券公司的计划？,尊敬的投资者：您好，非常感谢您对公司的关注，公司没有这方面计划。,2016-8-8,2016-8-8,东方财富,[300059]
董秘好，我是东财证券去年开通融资业务的客户，融资利率8.6%，今年新开融资客户融资利率为6.99-5.99%。请问公司如何平衡新老客户利益，老客户不重要吗？,尊敬的投资者：您好，非常感谢您对公司的关注。如果方便，请您通过客服热线4009112233，留下联系方式，以便我们进一步了解相关情况，为广大投资者提供更优质服务。,2016-8-8,2016-8-8,东方财富,[300059]
董秘好，我是东财证券两融业务客户。有证券公司在其交易软件或官网向已开两融业务的客户提供了根据其资金量自行提升融资额度的功能模块，东财证券能否提供和开放这一功能？这样可以减少客户申请提升额度的麻烦，也能提高服务效率。,尊敬的投资者：您好，非常感谢您对公司的关注和宝贵建议。目前，符合条件的用户可以通过客服热线4009112233，申请调整提升融资额度。,2016-8-8,2016-8-8,东方财富,[300059]
为什么股吧里有删帖现象？难道就没人管吗？，删帖是不是很挣钱的,尊敬的投资者：您好，非常感谢您对公司的关注。对于“股吧”等社区平台，公司有明确的管理制度，包括《东方财富网法律声明》、《东方财富网社区管理条例》等，如果您在正常使用股吧平台服务过程中遇到问题，可以通过股吧投诉电话：021-54509984、投资者热线：021-64382978或邮箱dongmi@eastmoney.com及时反馈给我们，以便我们及时核实处理相关问题，进一步提高服务质量和水平，提升用户体验。,2016-8-8,2016-8-8,东方财富,[300059]
请问贵司东方财富网APP股吧内容的审核标准是什么,尊敬的投资者：您好，非常感谢您对公司的关注。对于“股吧”等社区平台，公司有明确的管理制度，包括《东方财富网法律声明》、《东方财富网社区管理条例》等，如果您在正常使用股吧平台服务过程中遇到问题，可以通过股吧投诉电话：021-54509984、投资者热线：021-64382978或邮箱dongmi@eastmoney.com及时反馈给我们，以便我们及时核实处理相关问题，进一步提高服务质量和水平，提升用户体验。,2016-8-3,2016-8-3,东方财富,[300059]
公司领导，您好！最近总是接到声称是公司客服人员对Level-2客户的回访、关注，还问我买卖股票情况，电话是95087或021-20562226，请问这是公司客服电话吗？若不是，我们作为Level-2客户的信息是怎么被泄露的？居然能够知道姓名和开户信息，屏蔽电话竟然换其他号码骚扰？,尊敬的投资者：您好，非常感谢您对公司的关注。95087和021-20562226不是公司电话。公司高度重视用户隐私信息的保护，未泄露用户信息。如果方便，您可以通投资者热线021-64382978或董秘邮箱dongmi@eastmoney.com，留下联系方式，我们尽快安排相关人员与您尽快取得联系，进一步了解、核实您反馈的问题。,2016-8-3,2016-8-3,东方财富,[300059]
网站运营管理技术手段落后，对于股吧里面的恶意发帖审核不力，申请删帖的速度也非常慢。请问董秘，难道你们不是运用专业系统进行发帖管理的吗？还要靠人工？,尊敬的投资者：您好，非常感谢您对公司的关注。如果您在正常使用股吧平台服务过程中遇到问题，可以通过股吧投诉电话：021-54509984、投资者热线：021-64382978或邮箱dongmi@eastmoney.com及时反馈给我们，以便我们及时核实处理相关问题，进一步提高服务质量和水平，提升用户体验。,2016-8-3,2016-8-3,东方财富,[300059]
东财app加入彩票频道非常棒，但是现在app首页功能区图标越来越多，已经四页了！希望可以把这块区域做成开放式区域，允许用户长按图标来实现功能图标的自由排列，用户可以根据自己的喜好，把最常用的放到第一页，望采纳意见，谢谢,尊敬的投资者：您好，非常感谢您对公司的关注和宝贵建议。,2016-8-3,2016-8-3,东方财富,[300059]
尊敬的董事长，尊敬的各位领导，请你们认真评估一下是否应该考虑对东方财富门户网站进行改版推广？现在的东财网给人的感觉就是内容虽然多，但是很乱，没有美感！有一次我开着你们网站，我同事走过就问我，你这看的几十年代的网页？这么乱，两边还有小广告！希望你们可以进行一个整体的规划，进一步提升品牌形象。,尊敬的投资者：您好，非常感谢您对公司的关注和宝贵建议。公司会以用户需求为中心，综合考虑广大用户习惯等，不断完善公司产品及服务，提升用户体验。,2016-8-3,2016-8-3,东方财富,[300059]
四、预测年初至下一报告期期末的累计净利润可能为亏损、实现扭亏为盈或者与上年同期相 比发生大幅度变动的警示及原因说明 □ 适用 √ 不适用 请问公司经营利润1-6月同比下降67%，1-9月业绩预测选择不适用，难道一到三季度业绩同比不会大幅下降？,尊敬的投资者：您好，非常感谢您对公司的关注。公司作为一站式互联网金融服务平台综合运营商，提供的一站式互联网金融服务，与证券市场的景气度具有较高的相关性，我们暂无法预测1-9月业绩。公司会按照相关法律法规及监管部门的相关规定，在2016年10月15日前发布前三季度业绩预告。,2016-8-3,2016-8-3,东方财富,[300059]
请问中财所是否公司旗下子公司？网上有传言中财所鑫安系列产品停售是因为平台出现风险，投资者出现兑付风险是否属实？如果是对上市公司有什么影响？,尊敬的投资者：您好，非常感谢您对公司的关注。中财所是公司旗下的互联网理财平台，中财所资产从未出现过兑付风险，停售主要是因为业务调整。,2016-8-3,2016-8-3,东方财富,[300059]
同花顺在开发语音识别方向的项目，请问东财对于这一块有何规划？,尊敬的投资者：您好，非常感谢您对公司的关注和宝贵建议。公司一直持续关注行业发展、用户需求变化情况及技术发展趋势，会以用户需求为中心，不断加强战略投入，加强技术和产品的研发创新，持续完善公司大平台服务，努力提升服务能力、质量和水平，提升用户体验。,2016-8-1,2016-8-1,东方财富,[300059]
同花顺mac版的软件已经更新了不止五六版了，你们居然连一版都还没有推出，对你们的开发效率实在是很失望，在互联网时代，这样的效率实在很难抢占更多的市场啊,尊敬的投资者：您好，非常感谢您对公司的关注。公司正在积极准备Mac版本软件上线的相关工作，条件成熟时会推出来。,2016-8-1,2016-8-1,东方财富,[300059]
从证监会官网公示的基金公司设立审批进度看，天天基金的进度是最慢的，连受理决定或不予受理决定日都没有，甚至比排在后面的申请机构都慢，请公司做出合理解释！谢谢,尊敬的投资者：您好，非常感谢您对公司的关注。如果有需要披露的信息，我们会及时进行披露。,2016-8-1,2016-8-1,东方财富,[300059]
股吧的体验很差，而且越来越差，到处都是戾气骂声一片。每年排名靠前的用户都是那些发水帖的人，公司应该管管。,尊敬的投资者：您好，非常感谢您对公司的关注和宝贵建议。对于“股吧”等社区平台，公司有明确的管理制度，包括《东方财富网法律声明》、《东方财富网社区管理条例》等，如果您在正常使用股吧平台服务过程中遇到问题，可以通过股吧投诉电话：021-54509984、投资者热线：021-64382978或邮箱dongmi@eastmoney.com及时反馈给我们，以便我们及时核实处理相关问题，进一步提高服务质量和水平，提升用户体验。,2016-8-1,2016-8-1,东方财富,[300059]
强烈建议公司深度研发交易系统功能！！包括移动端和电脑端！！打造功能最强，业务最广，体验最好的证券交易系统！这是能否进一步打开市场的关键！望各位领导重视,尊敬的投资者：您好，非常感谢您对公司的关注和宝贵建议。公司会以用户需求为中心，不断加强战略投入，加强技术和产品的研发创新，持续完善公司大平台服务，努力提升服务能力、质量和水平，提升用户体验。,2016-8-1,2016-8-1,东方财富,[300059]
公司成立基金管理公司申请早已超过证监会审批时限，怎么还没有审批公告。,尊敬的投资者：您好，非常感谢您对公司的关注。如果有需要披露的信息，我们会及时进行披露。,2016-8-1,2016-8-1,东方财富,[300059]
作为股吧老用户，以前在股吧还能看到比较好的公司分析（不管是不是原创还是别地方copy过来的），现在已经不容易看到了，公司既然要重视草根研究，就想办法让股吧更开放一点，长篇大论的时候，往往因为有些字眼不符合要求就发不出去了，个人体会东财在销售基金和券商这块做的不错，但股吧的魅力已不如从前了，股吧是东财起家的根本，现在有点后院起火的味道。,尊敬的投资者：您好，非常感谢您对公司的关注和宝贵建议。对于“股吧”等社区平台，公司有明确的管理制度，包括《东方财富网法律声明》、《东方财富网社区管理条例》等，如果您在正常使用股吧平台服务过程中遇到问题，可以通过股吧投诉电话：021-54509984、投资者热线：021-64382978或邮箱dongmi@eastmoney.com及时反馈给我们，以便我们及时核实处理相关问题，进一步提高服务质量和水平，提升用户体验。,2016-8-1,2016-8-1,东方财富,[300059]
请问东方财富证券包含在上市公司内吗？是上市公司子公司并表吗？,尊敬的投资者：您好，非常感谢您对公司的关注。东方财富证券是公司子公司，纳入合并报表范围。,2016-8-1,2016-8-1,东方财富,[300059]
不知贵公司网站是否在7月有改版？7月贵公司网站浏览量相对于6月大幅下降，甚至只有6月综合数据的1/5到1/10，不知什么原因？,尊敬的投资者：您好，非常感谢您对公司的关注。公司以用户需求为中心，对公司网站等进行了优化和完善。不清楚您所提及的网站浏览量数据来源哪里。如果方便，您可以通投资者热线021-64382978或董秘邮箱dongmi@eastmoney.com，留下联系方式，我们尽快安排相关人员与您尽快取得联系，进一步了解、核实您反馈的问题。,2016-8-1,2016-8-1,东方财富,[300059]
尊敬的董事长你好，我购买了你们的L2极速版，可是购买之后就遇到了无穷无尽的骚扰电话，有要我加群指导的，有向我推销软件的，有向我介绍现货白银的等等等等。我问他们怎么会给我联系，他们也直言不讳的说我买了东财软件，他们是东财的合作伙伴，很自然的和我打电话。我是觉得贵司要求我们用手机号码注册，我能理解，但是你们却把我们的资料随便无穷尽的泄露出去，你觉得这合适吗？希望你们能意识到问题的严重，后续改进避免。,尊敬的投资者：您好，非常感谢您对公司的关注。公司高度重视用户隐私信息的保护，未泄露用户信息。如果方便，您可以通投资者热线021-64382978或董秘邮箱dongmi@eastmoney.com，留下联系方式，我们尽快安排相关人员与您尽快取得联系，进一步了解、核实您反馈的问题。,2016-8-1,2016-8-1,东方财富,[300059]
公司的互动回答，大多都是复制粘贴，回答千篇一律，虽然大多数公司都是这么做的，但东方财富就真的只愿做普普通通的一家上市公司？更何况向你提问的投资者，大都东方财富的客户，这一点与其他公司是完全不一样的，公司难道还没有认识到这一点吗？看看东旭光电是怎么和投资者互动的吧！！！一定要每天及时诚恳的回答客户，而不是敷衍，敷衍的结果就是客户离开你,尊敬的投资者：您好，非常感谢您对公司的关注和宝贵建议。公司高度重视投资者关系管理工作。如果方便，您也可以通过投资者热线021-64382978，董秘邮箱dongmi@eastmoney.com与我们进行沟通交流。,2016-8-1,2016-8-1,东方财富,[300059]
陆董秘，东方财富一定要做出一款颠覆性的产品出来，才能做大做强，就像余额宝颠覆银行一样，所以公司要有“银行不改变，我们就改变银行”的霸气，希望你能把这句话带给其实董事长——东财一定要做出一款颠覆性的产品才能做大做强。。现在我想问的是，海豚直播能改变证券行业吗？这款产品的定位和目标是什么？,尊敬的投资者：您好，非常感谢您对公司的关注和宝贵建议。公司一直持续关注行业发展、用户需求变化情况及技术发展趋势。公司坚持以用户需求为中心，不断加强战略投入，加强技术和产品的研发创新，持续完善公司大平台服务，努力提升服务能力、质量和水平，提升用户体验。,2016-8-1,2016-8-1,东方财富,[300059]
希望你们能在八月份推出mac版的东方财富终端，在八月份进一步优化完善移动端东方财富app的功能，在八月份正式上线海豚直播并推广，同时开发pc端直播平台！在八月份试运行东财网改版，在八月份，推出美股交易，在八九月份，岗位人员基本到位！在九十月份，完成各平台间有序整合！那么我相信，你们的市场，能够在未来的一两个月内，完全进入一个指数级的扩张模式！,尊敬的投资者：您好，非常感谢您对公司的关注和宝贵建议。,2016-8-1,2016-8-1,东方财富,[300059]
海豚直播作为财经直播图形非常重要，系统应允许主播导入图片，PPT，甚至视频文件，升级版本时请考虑完善。,尊敬的投资者：您好，非常感谢您对公司的关注和宝贵建议。,2016-8-1,2016-8-1,东方财富,[300059]
看到这么多帖子说东方财富软件比同花顺差远了，现在提意，把同花顺软件的骨干设计师挖过来！我说的是心里话，不是说笑的，请董秘一定转告其实董事长，不拘一格引进人才！！！,尊敬的投资者：您好，非常感谢您对公司的关注和宝贵建议。,2016-8-1,2016-8-1,东方财富,[300059]
请问东方财富证券在承销业务和资产管理业务方面有哪些规划？今年有哪些承销业务？对公司的净利润有何影响？,尊敬的投资者：您好，非常感谢您对公司的关注。证券经营等具体情况，公司已在2016年半年度报告中进行了披露，敬请您查阅。,2016-8-1,2016-8-1,东方财富,[300059]
请问董事长公司与上海市福利彩票合作事项进展如何？一直没有进展是怎么回事？,尊敬的投资者：您好，非常感谢您对公司的关注。公司网站已上线彩票频道，后续相关工作正在推进中。,2016-8-1,2016-8-1,东方财富,[300059]
为什么取名海豚直播？有何寓意？,尊敬的投资者：您好，非常感谢您对公司的关注。,2016-8-1,2016-8-1,东方财富,[300059]
请问其总有没有参加即将在月底召开的互联网金融外滩峰会？,尊敬的投资者：您好，非常感谢您对公司的关注。,2016-8-1,2016-8-1,东方财富,[300059]
近一个星期以来贵公司的股票天天有大量的资金流出，请问近期是否有高管在二级市场减持？？,尊敬的投资者：您好，非常感谢您对公司的关注。近期，没有公司高管减持公司股票。,2016-8-1,2016-8-1,东方财富,[300059]
贵公司的论坛还是需要改进，最好多一个编辑功能，起码能改发的帖子的错别字啊。股吧吃贴严重啊，没违法啥法律就被删了。感觉还是要在无我 利他这块做做文章。,尊敬的投资者：您好，非常感谢您对公司的关注和宝贵建议。对于“股吧”等社区平台，公司有明确的管理制度，包括《东方财富网法律声明》、《东方财富网社区管理条例》等，如果您在正常使用股吧平台服务过程中遇到问题，可以通过股吧投诉电话：021-54509984、投资者热线：021-64382978或邮箱dongmi@eastmoney.com及时反馈给我们，以便我们及时核实处理相关问题，进一步提高服务质量和水平，提升用户体验。,2016-7-21,2016-7-21,东方财富,[300059]
还要横盘震荡多久啊？,尊敬的投资者：您好，非常感谢您对公司的关注。二级市场股票价格是受市场波动等多种因素综合影响的结果，公司提醒投资者：股市有风险，投资需谨慎。,2016-7-21,2016-7-21,东方财富,[300059]
能否介绍一下目前平台规划部的人员结构？人才招聘情况？包括各类产品经理就职情况？,尊敬的投资者：您好，非常感谢您对公司的关注和宝贵建议。公司将按照相关法律法规及监管要求，在年度报告中披露公司员工情况，谢谢。,2016-7-21,2016-7-21,东方财富,[300059]
有个建议~能否每月收一定费用，实现证券当天卖，就能提现？这样一个功能既能作为一个吸眼点，也能作为一个公司新的利润增长点？,尊敬的投资者：您好，非常感谢您对公司的关注和宝贵建议。公司将在符合监管要求的前提下，以用户需求为中心，持续提升服务质量和水平。,2016-7-21,2016-7-21,东方财富,[300059]
请把海豚直播和东方财富app进行整合，两个完全独立的app不利于平台推广,尊敬的投资者：您好，非常感谢您对公司的关注和宝贵建议。目前，公司正在进行整合等相关，条件成熟时会推出来，敬请关注。,2016-7-21,2016-7-21,东方财富,[300059]
请问海豚直播是贵公司产品吗？为何没有任何宣传资料？是否应该要推广一下？,尊敬的投资者：您好，非常感谢您对公司的关注和宝贵建议。海豚直播产品是公司的产品，目前处于公测阶段。,2016-7-21,2016-7-21,东方财富,[300059]
方法是建立微信群，通过微信投资者和客服经理互动，这样投资者和客服经理就会建立良好的关系，投资者就会像在营业部的感觉，消除了不安全感,尊敬的投资者：您好，非常感谢您对公司的关注和宝贵建议。公司将在符合监管要求的前提下，以用户需求为中心，持续提升服务质量和水平。,2016-7-21,2016-7-21,东方财富,[300059]
解决的办法是每个投资者都有一个固定的客服人员=客服经理,    尊敬的投资者：您好，非常感谢您对公司的关注和宝贵建议。公司将在符合监管要求的前提下，以用户需求为中心，持续提升服务质量和水平。,2016-7-21,2016-7-21,东方财富,[300059]
公司经纪业务增长不快的原因是什么？主要是投资者看不到营业部和客户经理，感到不安全,尊敬的投资者：您好，非常感谢您对公司的关注。公司2016年上半年度具体经营等情况，将在公司2016年半年度报告中进行披露，敬请关注。,2016-7-21,2016-7-21,东方财富,[300059]
请问公司对于东方财富证券的推广有没有新的方案？仅仅靠长期置顶的推广贴，效果已经基本没有了！希望你们推出更有吸引力的推广活动，或者！就是发力移动端，推广超级交易系统！以最直接，最人性化的交易体验吸引客户,尊敬的投资者：您好，非常感谢您对公司的关注。公司将在符合监管要求的前提下，以用户需求为中心，持续提升服务质量和水平。如果方便，您可以通过客服热线4009112233或投资者热线021-64382978，给我们多提好的意见和建议，以促进我们不断完善产品及服务，提升用户体验。,2016-7-21,2016-7-21,东方财富,[300059]
从证监会网站公告看，基金公司设立名单中只有几家没有收到证监会明确受理时间，而天天基金就是其中一家，特别是排在天天基金后面的几家也已经收到受理反馈，为什么天天基金没有，能否解释一下原因？谢谢,尊敬的投资者：您好，非常感谢您对公司的关注，如果有需要披露的信息，我们会及时进行披露。,2016-7-21,2016-7-21,东方财富,[300059]
请问公司上海购买办公楼的事进行到哪一步了？进展是否顺利？,尊敬的投资者：您好，非常感谢您对公司的关注。目前，公司正在积极推进办公楼购置后续相关工作，如果有需要披露的信息，我们会及时进行披露。,2016-7-21,2016-7-21,东方财富,[300059]
公司申请公募基金牌照进展如何？2015年11月份公司就提交了材料，按照规定6个月证监会将给予批复，怎么到现在还没有结果？,尊敬的投资者：您好，非常感谢您对公司的关注。如果有需要披露的信息，我们会及时进行披露。,2016-7-21,2016-7-21,东方财富,[300059]
在坚持了一个月连续签到后，我对你们推出德钱包功能毫无好感！不明白它存在的意义是什么？不明白每天签到2个财富币，除此之外毫无激励机制，谁会有动力每天签到？请问对于钱包功能，公司有何战略安排？,尊敬的投资者：您好，非常感谢您对公司的关注和反馈。,2016-7-21,2016-7-21,东方财富,[300059]
建议你们把18.cn做成东方财富网的简易网址推广，类似亚马逊中国的z.cn，而把18.com.cn做成东财证券的网址用于推广，毕竟前者比后者更简单，更好记，用作门户推广更有利，而东财证券的官网，实际并没有太多的用处，不必用18.cn这么好的域名,尊敬的投资者：您好，非常感谢您对公司的关注和宝贵建议。,2016-7-21,2016-7-21,东方财富,[300059]
